    x1           x2
  3.09969111   4.39443690
  0.39257236   3.05165586
  1.53576224   5.35743476
  5.98499226   5.67111469
  2.97885500   4.58587278
  3.88733774   4.50338623
  3.02888393   3.54170573
  1.89411777   2.41041193
  3.93828021   2.87171645
  1.05932078   4.76696715
 -0.01633021   1.84293482
  4.62450202   4.90043301
  2.34621392   5.02097802
  1.73980218   1.69236864
  5.61044547   4.54082509
  5.78985888   7.84662079
  1.66069512   2.86329151
  2.87441214   4.03780503
  0.42096575   1.86145405
 -0.03676876   2.42732659
  2.10919643   3.31200715
  0.13746498   3.45847255
  5.62383655   6.41452155
 -4.15225029   0.12804150
  5.24614176   6.15898539
  3.27571479   1.87881304
  5.04015787   3.97803124
  5.64773480   7.68937593
  8.21582739   8.23632969
  3.44631007   5.36988233
 -0.50484927   3.35681466
  3.06680060   5.03341388
  3.19204842   5.44450741
  3.21043533   5.01332329
  2.46564098   3.09794622
  3.87540028   6.58273250
  0.96698798   4.25638732
  3.10434772   5.74258677
  2.12662782   5.48820522
  3.01216607   3.76702573
  0.07475244   2.29384351
  2.46087757   3.50345877
  1.07900988   0.28468291
  0.03400177   4.59136800
 -1.00223163   2.63055754
  2.20389298   5.89099638
 -0.01343077   2.33357264
  5.50908318   7.53373867
 -0.70437960   2.58950043
  5.41668453   4.18617830
  3.75947643   4.77754404
  2.77789290   5.20596961
  2.44913030   5.07457481
  9.72035819   7.44736793
  1.81621572   6.08292751
  2.80260290   4.21844528
  5.77367135   4.43060371
  0.28032298   4.01732297
  2.69820790   3.59547125
  1.50006725   1.93693018
  6.45645583   5.50212750
 -0.08190161   3.93589581
  3.25697549   2.95427810
  3.10059870   3.90973730
  3.58675128   4.52229466
  2.99351097   5.35229869
  3.52233138   5.35000578
  0.50107271   2.64194032
  2.36151474   2.39488752
 -1.18878991   1.89821527
  2.11624712   3.06581657
  4.25952728   6.07506225
  3.22784695   5.13038708
  0.76187579   1.24693501
  4.90385551   5.30371154
  0.45971669   2.02604112
 -1.05641971   1.23703438
  5.26749076   3.87552149
  0.13972162   0.23505848
  1.56693072   3.13293798
  4.64368743   3.99822318
 -1.02821472   0.89456420
  1.83327785   4.99694530
  1.56123451   3.96736057
  1.88238975   5.26394873
  2.47507712   3.63499124
 -7.01868724   0.18114588
  1.06260548   3.62520354
  4.13368708   4.57613804
  5.25720191   3.83071202
  7.44966953   7.42827962
 -0.40235269   1.58815417
 -0.38449018   0.78949428
 -0.06882569   3.27732748
  1.67622176   3.44049343
  5.95123711   7.04873890
  3.80506731   3.51112741
  4.00024769   5.21287613
  3.04755013   4.30005829
  3.03253596   1.64359648
  0.93911908   3.36319427
  3.80003861   3.27331913
 -0.17187778   2.67529315
  5.23977107   6.94860495
  0.42218927   1.56248227
 -0.09522319   3.81605795
 -0.37769593   2.94577162
  0.26039635   0.25304044
  1.65091722   2.43691575
  2.20864405   2.68755441
  0.72565149   1.58635489
 -1.36748398   1.44317050
 -0.07033169   3.69656358
 -0.57205546   3.16545741
  4.92039439   4.73875174
  0.37010443   1.84483739
  5.92622381   7.05008881
  2.58099091   3.61425237
  2.36219948   3.62196571
  4.49143320   4.66910260
  1.60494700   3.16936003
  2.33043657   1.33098043
  5.89135866   7.00879008
  1.10630358   2.65792721
  5.52317534   4.45735951
  5.83491188   4.93103251
 -0.08916822   4.72581276
  7.24837738   5.92613240
  5.73857600   5.90752706
  4.80110577   3.16269449
  2.46286587   3.09717657
  2.82615958   4.72597645
  4.13225448   4.76600131
  4.09721908   5.27659667
  8.56411738   6.40842312
  1.22217824   2.49552602
  2.31328084   3.86918224
  4.84533863   5.22542954
  4.26258004   3.25190291
  0.52290047   3.72561004
  1.60707221   7.38488246
  3.27373545   3.36741937
  5.82095464   6.56933320
  3.53433869   1.50231910
  8.32743751   8.00812475
  2.29431355   5.06094758
  3.29622124   3.80649402
  2.11557047   3.88603270
  1.88382007   3.91348742
  4.79049254   6.91990340
  3.17267823   5.17771707
  0.46523953   3.91211327
  5.25039063   5.21494798
  2.18529987   2.37436609
  0.23368155   2.29281041
  4.65287671   4.35045047
 -0.47341138   2.61446825
  0.27585797   5.15911617
  2.81306209   4.40138316
  1.49210242   3.52314460
  4.25528142   5.05480385
 -2.74947187   0.22738543
  3.35722612   1.96382306
  1.21695636   5.15003665
  8.80941166   6.64380732
  4.57894126   5.31858623
  1.05719656   3.35680766
  2.07239346   2.01988337
  2.61138390   5.07037616
  7.01620888   6.34084453
  1.59537776   2.15629924
  4.56926211   5.36846224
  3.09150703   2.29168671
  3.29523254   4.54858375
  0.85676697   3.03352298
  3.07129115   3.59059747
  3.04607734   2.76132698
  5.03053646   5.83235684
  6.59479185   6.76393597
  6.02265750   6.73953879
  4.03046848   5.27539601
  4.23108402   4.85902902
  2.52743160   3.12505644
  2.68124897   4.16788533
  2.93261765   3.63683582
  2.72064815   1.81739314
  3.84570064   5.29020108
  4.73454735   6.12904389
  4.19760226   5.02532199
  5.82820362   8.84945701
  4.05230633   2.14625876
  0.35328354   1.85041273
  2.99449006   3.86962771
  2.08753471   2.38770363
  5.84356515   8.19537759
  5.10462336   4.91216398
 -1.16317661   2.66354352
  0.85359910   4.71715980
  0.46148800   1.25399642
  3.40204041   5.62923574
  3.55862223   5.83034919
  4.80428647   2.33380990
  5.81838036   6.42107071
  3.25878587   4.89694855
  3.80687053   2.71148798
 -0.66250473   3.46451173
  1.76714523   4.23377593
  2.73997256   4.38355911
  4.69226898   4.67177429
  4.74644563   6.16656372
  1.69966121   5.94319749
 -1.12544982   2.70642469
  2.15690559   3.49586380
  2.80124439   4.30917221
  1.45883947   2.59564452
  4.05883124   6.67543846
  2.37992304   4.50977913
  0.99265622   3.19293974
  4.52438428   6.03906434
  2.23091778   3.26432866
  8.71159556   7.55925948
  6.95263785   4.73570327
  1.15148328   1.76197987
  4.59039054   4.54294391
  3.69938271   1.92922921
  0.22105956   3.47608097
  3.53953371   3.80204165
  2.72788355   3.80271141
  2.97041513   3.80681042
  1.99867495   4.10118703
  4.74594340   4.25514857
  3.46806388   4.84523196
  2.31562157   4.08922484
  1.84192362   5.81946995
  5.50923898   3.94741858
  3.78489786   6.59093810
  1.97904515   1.60469131
  9.91120264   7.10014301
  8.76044861   7.41229369
  4.96363379   2.72079756
  2.84998162   1.48227729
 -1.64480520   2.82245972
  7.00035142   7.88718308
  2.89250626   3.56004547
  3.74664312   2.68744010
  0.24085587   3.16620602
  4.85595836   6.24123994
  4.52357474   4.67115139
  2.95687971   4.72581012
  4.89632061   7.91134512
  1.89723486   2.45019531
  3.18492671   4.48809416
  3.00704590   7.86825285
  7.32208137   5.52580346
  3.93639257   4.06560668
  5.11893727   6.09518848
  6.27742776   7.12182331
 -0.01233671   5.22453694
  5.55520784   5.19128758
  3.97421796   4.49238454
  4.75100207   4.96096832
  1.55764172   2.78452907
  5.11194112   6.47003508
  5.86576781   5.19893492
  3.65496192   3.93680712
  5.13648233   5.24920032
  0.77856980   1.91145307
  4.29144272   5.76446532
  4.37174000   5.46757281
 -2.34127725  -0.14787460
  8.28577923   5.86414702
  5.34709602   2.44914954
  2.76597716   4.42081896
  3.60740634   5.91290099
  1.53168141   3.55278017
  4.82582219   5.23162739
  1.13936305   3.08601619
  1.61943825   4.17808162
  2.19837684   1.60692727
 -1.62472368   0.23720206
  3.54360166   5.07217236
  0.87857779   5.52554604
  0.65094656   0.81874119
  4.13068163   5.16716451
  5.19750049   5.85276695
  5.70953597   5.76166586
  1.61513942   3.04560126
  6.37496043   5.47730971
  2.47394826   4.13156396
  3.54855110   4.52776539
 -0.09517586   2.73935584
  8.67066405   6.11912838
  8.77305455   5.41620682
  1.30734743   1.58596231
  4.86902179   4.26048017
 -2.75939153   0.82503959
  3.49327956   3.11542973
  5.24121315   5.14092985
  3.17437117   5.40172428
  2.88771787   3.56317242
  0.71186288   3.28583665
  1.80526030   3.06973805
  1.75247223   4.86294081
  3.41185100   2.36851955
  9.81060233  10.33454002
  0.26152534   2.75062483
 -1.53837952   0.78093430
  4.83510662   4.07471469
  2.68289863   3.75623188
  6.78647302   4.99037005
  4.53300008   5.58515856
  0.71080218   2.03025282
 -0.24386868   2.10290713
  4.70223213   4.04386125
  5.32152300   5.48729678
  1.44727462   3.42219823
  4.20352469   4.26205209
  5.09897235   6.59126876
  0.92674842   0.17667158
  2.16882822   4.86469186
  4.77705801   7.71891267
  4.01558311   4.65939360
  0.93423138   3.33125786
  4.48171035   4.83566297
  5.25262784   3.79106988
  4.89131399   5.64438474
 -0.12411141   1.62168690
  2.04161260   6.95338483
  2.87133184   2.54760041
  4.66813633   5.68276776
  4.54503675   3.44787210
  2.85644728   3.10418116
  3.08333712   4.11785432
  3.47971390   3.59242020
  4.17655099   2.72598715
  4.53928657   6.22480799
 -0.55975936   3.21038061
 -0.07361194   1.58635575
  4.07105939   5.23466588
  3.06622547   3.95577224
  6.72583253   6.18363211
  3.31558896   3.49190982
  0.65187453   2.16971105
  3.25347262   4.21884874
  1.59025658   3.41553253
  0.84167522   5.08549612
 -1.70897739   2.33646728
  4.00270538   5.65256162
  3.30823934   2.45876826
  3.40941780   6.84869009
  0.92325944   1.48445061
  2.73560455   3.54998632
  0.80222237   2.17887047
  2.72281472   4.43885038
  5.28289565   6.81992219
  0.36599832   2.75382014
  3.68179824   3.07496996
  4.43053728   5.41165670
  7.77972716   6.86464930
 -1.27646386   3.69412053
  6.19133497   6.51427142
  6.30728159   5.96241181
  1.29579851   2.87849705
  6.82540476   7.70873372
  3.03313804   5.00181821
  0.74364027   2.85250784
  1.24789727   1.32180566
  2.65629918   2.49521758
  8.45461856   6.95616755
 -0.53900811   1.82869915
  0.87879111   3.74288773
  1.16173045   4.70596661
  6.00731212   6.51518097
  1.99846435   4.27471662
  1.19222641   2.64873699
  2.00741583   4.76722381
 -1.88135622   2.78527271
  3.59730004   5.40102952
  0.67915600   3.39529581
  2.65973067   4.60520529
  2.97802273   2.24622806
 -2.15295579   1.77311689
  3.28473727   3.65530825
  2.40408258   3.06700365
  3.33095348   5.45004349
  3.40407593   3.98739732
  0.60669649   4.13657660
  5.24261150   7.11073914
  0.37439893   3.93687657
  1.94493927   2.25801420
  5.06800166   8.13242427
  3.62542408   5.39924052
  0.99176850   2.74400617
  2.07678813   4.29200458
  6.65465287   5.65868210
  3.28491072   4.20407394
 -0.38395550   2.22862064
  4.63544071   5.16773718
  0.20096930  -0.31180277
  3.41097068   2.71027086
  1.94349537   4.16063911
  2.07477381   2.08815414
  3.13006601   4.91440415
  2.69796838   3.52668675
  6.81348982   7.65181472
 -2.40457235   1.47780926
  1.99329278   4.02071549
  0.83544769   4.82190588
 -0.94608333   2.39713721
  0.95258310   3.21078528
  1.16391892   4.00701552
  1.93983711   3.12045307
  4.03295388   6.53379762
  0.07136478  -0.35953820
  2.46380123   0.35666087
  1.36918489   4.32245806
  4.36406964   6.12790064
  6.88274481   6.08487921
 -0.04389721   1.48202911
  2.45712019   2.71052609
  5.18039883   3.41102516
 -0.78646816   2.58451457
  7.42451778   7.05059964
  3.51188431   3.46207261
  4.03001399   5.19030442
  1.91150345   2.36080919
  3.51738101   3.50597113
  3.23253270   4.53412585
  1.73808095   3.07520312
  3.11459729   3.69362465
  7.43501083   7.94833126
  5.63057940   5.38448632
  5.62072175   5.40800487
  1.92537045   5.36941539
  0.46414686   2.48004187
  5.21104481   2.95542645
  2.50926084   5.46800691
  2.12772431   1.37683313
  3.50440182   4.04761999
  4.46559547   4.85926313
  2.04383489   3.45455202
  2.67928506   4.29686566
  0.27638716   3.48449655
  5.18859876   3.13242623
  7.12022302   7.70503141
  2.66007804   2.47970022
  0.37401896   1.75557911
  2.51071612   4.48235464
  3.62385806   4.26720112
  4.68585110   3.05566824
 -0.70311484   4.17099322
  2.61313113   5.44560621
 -1.91728578   0.47919494
  2.15853989   4.80005016
  6.09073774   4.63911795
  0.11018563   1.95466584
  2.60706737   3.85925445
  2.19110583   2.64318531
  2.44724544   6.48917852
  2.77064816   3.72361190
  5.16555834   5.13641937
 -0.65286057   1.31733376
  0.53508399   1.75799010
  4.79988915   6.40179728
  0.71388164   2.88289190
  1.36334433   1.76309319
  1.54006299   2.39845935
  2.27237074   3.14866751
  7.32516927   5.74366970
 -0.33894705   3.97566716
 -1.94828566   2.93957327
  7.43849389   5.99131045
  4.63963897   1.63741161
  0.63518761   2.53558936
  4.37280647   3.73900289
 -5.07497848  -0.20724943
  5.16081160   3.67329893
  7.44473708   5.18295674
  4.98385261   6.35911603
  6.28660351   6.87437018
  7.07012759   7.10359998
  0.95928615   1.36763341
 -0.60179767   2.27988748
  3.19337512   4.15358575
  7.46468207   4.34749019
  3.63683233   5.89884222
  1.77017588   5.19355354
  3.10856128   2.84054045
  3.53633324   3.91130223
  1.00824850   3.33378831
  2.61501160   3.59182086
  4.99042201   3.19234203
  1.68403797   4.08298376
  1.91496053   4.82711956
 -0.13046865   2.35383655
  5.83021372   8.04867156
  4.43752755   3.31264576
 -1.98319301  -0.01619512
  5.87169072   4.79735406
  0.08127978   3.59842812
  5.46771109   7.95331119
  3.81688835   4.46323643
  5.70077446   6.24591731
  0.35366610   2.25679643
  3.09140156   2.24382431
  1.97094042   3.05824468
  2.63482130   7.10593946
  0.12972648   3.18073250
  2.95221833   3.41716872
  5.43008640   7.14875785
  2.58177222   4.31285932
  4.82478733   6.18543141
  2.59680946   1.60071574
  2.37940967   2.71791042
  2.97984734   3.86515581
  2.72390319   5.92004436
  4.38757873   4.91299821
  2.87252034   3.07205495
  3.00170667   3.84696270
  3.42104929   3.27886800
  3.37253463   4.62103574
  2.88428733   4.06030949
  5.71827593   6.19862133
  3.21530238   2.95407260
  6.86932238   7.89750938
  3.79842849   2.69117850
  3.18082767   3.69779907
  5.94618015   4.68977194
  2.23432907   4.68481555
 -1.75171243   0.90179929
  8.22338458   6.65078874
  7.66195213   8.10490408
  7.99243029   6.33906743
  3.83384330   5.11110792
 -0.33666668   1.34991807
  0.75409823   1.69833055
 -1.22754372   1.50681634
 -1.96686030   2.37623253
  5.09801147   4.87879681
  0.77038913   2.22023330
  5.57435478   6.23190646
  1.63849232   3.41585956
  4.36696568   2.71852667
  5.50853235   6.22639035
  3.66382825   4.18987624
  5.29498555   6.68944204
  4.17971315   3.78177649
 -0.39634353   3.02526844
  5.39923588   3.84615748
  4.26581500   6.72474251
  2.50482732   1.02965866
  2.54818346   3.18228609
  5.55570353   5.99640545
  2.19777485   5.15006321
  0.13099470   3.36659327
  6.18474955   6.56727674
  0.22900766   3.90030380
  5.65441027   5.11042153
  3.24536489   4.01952613
  4.64175518   5.46948205
  6.65708996   4.33070908
  7.78753125   3.55594239
  1.88159436   5.13997256
  3.23961564   3.87751620
  3.71241583   4.96322400
  1.21987121   0.81866914
  2.01459328   4.84755264
  1.16628575   0.90161261
  2.63009439   4.38207195
  1.32207950   4.95928685
  7.88519478   8.51151440
 -0.60664824   1.58826176
  2.70501880   5.06167705
  1.88802308   3.28213596
  2.76319705   3.23647592
  1.56214843   2.31161337
  5.82030104   3.01136279
  5.05637410   3.24308478
  3.65612005   4.59886920
  2.77086471   1.93493311
  8.54837652   6.37149132
  1.11050779   4.10771011
  3.37050821   4.49740301
  2.49329494   3.28106202
  1.94131295   3.88206539
  2.19602786   0.99878001
  1.34374285   3.32803550
  3.46473057   4.41500659
  2.47306316   1.47723451
  1.39744883   4.73770632
  5.74607632   3.57665465
  5.14660752   6.20142579
  7.89519850   6.35867653
  3.47275298   3.60050652
  2.23897543   2.85076241
 -1.49641374   0.85150362
  0.64770678   1.23597364
  3.36197316   3.11422119
  0.57907135   1.68517485
  8.00355423   7.76619118
  2.29088181   1.99759115
  7.31336574   6.52452486
  0.67099339   3.03027066
  7.54807992   4.76287843
  5.75356700   7.52089043
  1.91890185   0.89162900
  3.17752269   4.08121581
  1.42655103   1.24355094
  0.64264777   2.69102429
 -0.14927341   1.66328743
  5.47663466   4.82268512
  6.26650241   4.84287266
  1.51401768   3.59553986
  0.84721955   2.14196516
  7.00656996   5.83657377
  3.10077942   5.37630134
  1.81977829   4.88207022
  4.55930456   5.76794318
  1.91746919   3.07692333
  5.90012121   6.13577713
  3.26486693   3.16113657
  2.62307163   3.16757587
  2.00091054   1.81453784
  0.57605742   1.74772638
  5.54770582   4.17613237
  7.58474258   5.18205392
  2.94443234   3.65256601
  2.91249867   5.56939805
 -0.40688389   1.45617251
 -2.71879690   2.16416408
  0.84580767   3.37091798
  2.66931177   3.86639703
  7.18227520   6.07905728
  3.90774237   4.49972848
 -1.16776191   6.04579366
  2.33886477   5.01307016
  3.78538494   5.34227821
  1.18395262   4.32658613
  5.76358928   5.40338226
  2.13711952   5.47559304
  4.84935786   5.81244204
  7.29443323   6.71156162
  3.93204221   3.12742921
  4.02911660   3.69540662
  1.84324852   3.15531417
  0.60902544   1.85775854
  1.11002288   1.82141022
  4.27731006   4.56062101
  2.47445207   6.90225273
  0.23937791   2.30564603
  6.90963863  -4.00093876
  2.49362658   0.09145524
  3.14478679  -0.59739169
  2.39090793  -1.89725880
  4.96727831  -1.74675191
  5.04796197  -3.23644560
  3.47115033  -1.73546672
  7.71169565  -2.74854680
  7.31320398  -4.61306436
  2.55685397  -1.23616439
  5.68212068  -2.18728345
  4.79629567  -2.58571911
  0.44567243   0.52435990
  2.75401548  -1.58702281
  4.66686292  -1.87866458
  5.96167316  -3.06526552
  1.82522337  -0.98244054
  1.02673264  -0.02093207
 -0.19500068   0.53356843
  2.03524428  -1.09597702
  1.01175703   0.45029991
  2.99248375  -0.61222012
  2.06650258   0.88947927
  4.78469980  -1.64728174
  3.37604384  -1.23839146
  4.24229291  -2.30657308
  0.58311196  -0.83163668
  2.28880707  -2.62482831
  2.62315642  -0.85924343
  1.34859510   0.67263551
  2.66842697   0.46323525
  3.59559575  -1.58166201
  3.00080256  -1.78004377
  5.62655836  -3.61471548
  1.52911134   0.24126268
  2.39132711   0.98470193
  2.75959867  -0.93002940
  4.42392823  -3.10954352
  3.85638578  -2.79205531
 -0.19319506   2.26268575
  0.49575119   0.76764776
  3.76077675  -1.74638774
  3.78418955  -1.89721234
  3.96208421  -1.56344303
  2.88172427  -1.21375904
  6.07775452  -3.83206539
  4.47347433  -2.03706829
 -1.61720610   1.87435740
 -2.38493872   3.69360460
  0.87284161   1.00903254
  4.68726140  -1.27010179
  3.44164400  -1.61781616
  2.54970913  -0.95894197
  4.49140198  -1.68723809
  6.47315090  -4.20831408
  2.80893827  -0.10804669
  9.40010125  -5.10944389
  3.66248320  -1.64503152
  4.21955432  -2.33048850
  1.18443259  -1.08488248
  3.30689119  -2.41899236
  4.22690128  -2.52115077
  1.40601444   0.81785920
